CPT,ENDING,ZONEID,"	MW"
2/26/07,15:45:00,"	242","	14094"
2/26/07,15:45:00,"	244","	9606"
2/26/07,15:45:00,"	246","	1542"
2/26/07,16:00:00,"	240","	5874"
2/26/07,16:00:00,"	242","	14094"
2/26/07,16:00:00,"	244","	9630"
2/26/07,16:00:00,"	246","	1540"
2/26/07,16:15:00,"	240","	5661"
2/26/07,16:15:00,"	242","	14348"
2/26/07,16:15:00,"	244","	9605"
2/26/07,16:15:00,"	246","	1352"
2/26/07,16:30:00,"	240","	5702"
2/26/07,16:30:00,"	242","	14348"
2/26/07,16:30:00,"	244","	9599"
2/26/07,16:30:00,"	246","	1302"
2/26/07,16:45:00,"	240","	5822"
2/26/07,16:45:00,"	242","	14345"
2/26/07,16:45:00,"	244","	9564"
2/26/07,16:45:00,"	246","	1276"
2/26/07,17:00:00,"	240","	5928"
2/26/07,17:00:00,"	242","	14340"
2/26/07,17:00:00,"	244","	9502"
2/26/07,17:00:00,"	246","	1277"
2/26/07,17:15:00,"	240","	5614"
2/26/07,17:15:00,"	242","	14698"
2/26/07,17:15:00,"	244","	9490"
2/26/07,17:15:00,"	246","	1015"
2/26/07,17:30:00,"	240","	5614"
2/26/07,17:30:00,"	242","	14676"
2/26/07,17:30:00,"	244","	9443"
2/26/07,17:30:00,"	246","	1028"
2/26/07,17:45:00,"	240","	5614"
2/26/07,17:45:00,"	242","	14683"
2/26/07,17:45:00,"	244","	9433"
2/26/07,17:45:00,"	246","	1038"
2/26/07,18:00:00,"	240","	5614"
2/26/07,18:00:00,"	242","	14674"
2/26/07,18:00:00,"	244","	9456"
2/26/07,18:00:00,"	246","	1049"
2/26/07,18:15:00,"	240","	5756"
2/26/07,18:15:00,"	242","	14962"
2/26/07,18:15:00,"	244","	9708"
2/26/07,18:15:00,"	246","	1273"
2/26/07,18:30:00,"	240","	5756"
2/26/07,18:30:00,"	242","	14863"
2/26/07,18:30:00,"	244","	9764"
2/26/07,18:30:00,"	246","	1376"
2/26/07,18:45:00,"	240","	5756"
2/26/07,18:45:00,"	242","	14781"
2/26/07,18:45:00,"	244","	9806"
2/26/07,18:45:00,"	246","	1479"
2/26/07,19:00:00,"	240","	5756"
2/26/07,19:00:00,"	242","	14714"
2/26/07,19:00:00,"	244","	9825"
2/26/07,19:00:00,"	246","	1559"
2/26/07,19:15:00,"	240","	5875"
2/26/07,19:15:00,"	242","	15091"
2/26/07,19:15:00,"	244","	9949"
2/26/07,19:15:00,"	246","	1435"
2/26/07,19:30:00,"	240","	5875"
2/26/07,19:30:00,"	242","	15039"
2/26/07,19:30:00,"	244","	9948"
2/26/07,19:30:00,"	246","	1488"
2/26/07,19:45:00,"	240","	5875"
2/26/07,19:45:00,"	242","	15021"
2/26/07,19:45:00,"	244","	9947"
2/26/07,19:45:00,"	246","	1556"
2/26/07,20:00:00,"	240","	5875"
2/26/07,20:00:00,"	242","	15034"
2/26/07,20:00:00,"	244","	9948"
2/26/07,20:00:00,"	246","	1556"
2/26/07,20:15:00,"	240","	5852"
2/26/07,20:15:00,"	242","	14957"
2/26/07,20:15:00,"	244","	9877"
2/26/07,20:15:00,"	246","	1647"
2/26/07,20:30:00,"	240","	5852"
2/26/07,20:30:00,"	242","	14984"
2/26/07,20:30:00,"	244","	9844"
2/26/07,20:30:00,"	246","	1627"
2/26/07,20:45:00,"	240","	5852"
2/26/07,20:45:00,"	242","	15018"
2/26/07,20:45:00,"	244","	9800"
2/26/07,20:45:00,"	246","	1645"
2/26/07,21:00:00,"	240","	5852"
2/26/07,21:00:00,"	242","	15059"
2/26/07,21:00:00,"	244","	9748"
2/26/07,21:00:00,"	246","	1617"
2/26/07,21:15:00,"	240","	5857"
2/26/07,21:15:00,"	242","	14709"
2/26/07,21:15:00,"	244","	9541"
2/26/07,21:15:00,"	246","	1520"
2/26/07,21:30:00,"	240","	5846"
2/26/07,21:30:00,"	242","	14739"
2/26/07,21:30:00,"	244","	9514"
2/26/07,21:30:00,"	246","	1500"
2/26/07,21:45:00,"	240","	5835"
2/26/07,21:45:00,"	242","	14727"
2/26/07,21:45:00,"	244","	9492"
2/26/07,21:45:00,"	246","	1591"
2/26/07,22:00:00,"	240","	5824"
2/26/07,22:00:00,"	242","	14673"
2/26/07,22:00:00,"	244","	9437"
2/26/07,22:00:00,"	246","	1661"
2/26/07,22:15:00,"	240","	4741"
2/26/07,22:15:00,"	242","	12986"
2/26/07,22:15:00,"	244","	8885"
2/26/07,22:15:00,"	246","	1859"
2/26/07,22:30:00,"	240","	4741"
2/26/07,22:30:00,"	242","	12733"
2/26/07,22:30:00,"	244","	8655"
2/26/07,22:30:00,"	246","	1904"
2/26/07,22:45:00,"	240","	4741"
2/26/07,22:45:00,"	242","	12761"
2/26/07,22:45:00,"	244","	8485"
2/26/07,22:45:00,"	246","	1989"
2/26/07,23:00:00,"	240","	4741"
2/26/07,23:00:00,"	242","	12872"
2/26/07,23:00:00,"	244","	8395"
2/26/07,23:00:00,"	246","	1886"
2/26/07,23:15:00,"	240","	4392"
2/26/07,23:15:00,"	242","	11795"
2/26/07,23:15:00,"	244","	7737"
2/26/07,23:15:00,"	246","	1665"
2/26/07,23:30:00,"	240","	4392"
2/26/07,23:30:00,"	242","	11683"
2/26/07,23:30:00,"	244","	7715"
2/26/07,23:30:00,"	246","	1596"
2/26/07,23:45:00,"	240","	4392"
2/26/07,23:45:00,"	242","	11603"
2/26/07,23:45:00,"	244","	7703"
2/26/07,23:45:00,"	246","	1626"
2/27/07,0:00:00,"	240","	4392"
2/27/07,0:00:00,"	242","	11614"
2/27/07,0:00:00,"	244","	7689"
2/27/07,0:00:00,"	246","	1563"
2/27/07,0:15:00,"	240","	4867"
2/27/07,0:15:00,"	242","	10669"
2/27/07,0:15:00,"	244","	7644"
2/27/07,0:15:00,"	246","	1465"
2/27/07,0:30:00,"	240","	4780"
2/27/07,0:30:00,"	242","	10517"
2/27/07,0:30:00,"	244","	7640"
2/27/07,0:30:00,"	246","	1521"
2/27/07,0:45:00,"	240","	4700"
2/27/07,0:45:00,"	242","	10466"
2/27/07,0:45:00,"	244","	7637"
2/27/07,0:45:00,"	246","	1584"
2/27/07,1:00:00,"	240","	4700"
2/27/07,1:00:00,"	242","	10386"
2/27/07,1:00:00,"	244","	7631"
2/27/07,1:00:00,"	246","	1621"
2/27/07,1:15:00,"	240","	4746"
2/27/07,1:15:00,"	242","	10050"
2/27/07,1:15:00,"	244","	7499"
2/27/07,1:15:00,"	246","	1682"
2/27/07,1:30:00,"	240","	4746"
2/27/07,1:30:00,"	242","	10050"
2/27/07,1:30:00,"	244","	7486"
2/27/07,1:30:00,"	246","	1687"
2/27/07,1:45:00,"	240","	4746"
2/27/07,1:45:00,"	242","	10050"
2/27/07,1:45:00,"	244","	7477"
2/27/07,1:45:00,"	246","	1705"
2/27/07,2:00:00,"	240","	4746"
2/27/07,2:00:00,"	242","	10050"
2/27/07,2:00:00,"	244","	7470"
2/27/07,2:00:00,"	246","	1708"
2/27/07,2:15:00,"	240","	4749"
2/27/07,2:15:00,"	242","	9857"
2/27/07,2:15:00,"	244","	7382"
2/27/07,2:15:00,"	246","	1723"
2/27/07,2:30:00,"	240","	4750"
2/27/07,2:30:00,"	242","	9857"
2/27/07,2:30:00,"	244","	7369"
2/27/07,2:30:00,"	246","	1722"
2/27/07,2:45:00,"	240","	4752"
2/27/07,2:45:00,"	242","	9857"
2/27/07,2:45:00,"	244","	7360"
2/27/07,2:45:00,"	246","	1778"
2/27/07,3:00:00,"	240","	4753"
2/27/07,3:00:00,"	242","	9863"
2/27/07,3:00:00,"	244","	7357"
2/27/07,3:00:00,"	246","	1786"
2/27/07,3:15:00,"	240","	4756"
2/27/07,3:15:00,"	242","	9813"
2/27/07,3:15:00,"	244","	7369"
2/27/07,3:15:00,"	246","	1599"
2/27/07,3:30:00,"	240","	4756"
2/27/07,3:30:00,"	242","	9831"
2/27/07,3:30:00,"	244","	7379"
2/27/07,3:30:00,"	246","	1604"
2/27/07,3:45:00,"	240","	4756"
2/27/07,3:45:00,"	242","	9881"
2/27/07,3:45:00,"	244","	7399"
2/27/07,3:45:00,"	246","	1653"
2/27/07,4:00:00,"	240","	4763"
2/27/07,4:00:00,"	242","	9878"
2/27/07,4:00:00,"	244","	7421"
2/27/07,4:00:00,"	246","	1674"
2/27/07,4:15:00,"	240","	4744"
2/27/07,4:15:00,"	242","	10194"
2/27/07,4:15:00,"	244","	7520"
2/27/07,4:15:00,"	246","	1566"
2/27/07,4:30:00,"	240","	4779"
2/27/07,4:30:00,"	242","	10248"
2/27/07,4:30:00,"	244","	7548"
2/27/07,4:30:00,"	246","	1574"
2/27/07,4:45:00,"	240","	4820"
2/27/07,4:45:00,"	242","	10502"
2/27/07,4:45:00,"	244","	7563"
2/27/07,4:45:00,"	246","	1606"
2/27/07,5:00:00,"	240","	4960"
2/27/07,5:00:00,"	242","	10559"
2/27/07,5:00:00,"	244","	7555"
2/27/07,5:00:00,"	246","	1639"
2/27/07,5:15:00,"	240","	4788"
2/27/07,5:15:00,"	242","	11094"
2/27/07,5:15:00,"	244","	7880"
2/27/07,5:15:00,"	246","	1665"
2/27/07,5:30:00,"	240","	4808"
2/27/07,5:30:00,"	242","	11180"
2/27/07,5:30:00,"	244","	7948"
2/27/07,5:30:00,"	246","	1688"
2/27/07,5:45:00,"	240","	4822"
2/27/07,5:45:00,"	242","	11319"
2/27/07,5:45:00,"	244","	8086"
2/27/07,5:45:00,"	246","	1717"
2/27/07,6:00:00,"	240","	4822"
2/27/07,6:00:00,"	242","	12066"
2/27/07,6:00:00,"	244","	8784"
2/27/07,6:00:00,"	246","	1750"
2/27/07,6:15:00,"	240","	5622"
2/27/07,6:15:00,"	242","	14674"
2/27/07,6:15:00,"	244","	9264"
2/27/07,6:15:00,"	246","	1521"
2/27/07,6:30:00,"	240","	5622"
2/27/07,6:30:00,"	242","	14832"
2/27/07,6:30:00,"	244","	9325"
2/27/07,6:30:00,"	246","	1528"
2/27/07,6:45:00,"	240","	5622"
2/27/07,6:45:00,"	242","	14941"
2/27/07,6:45:00,"	244","	9373"
2/27/07,6:45:00,"	246","	1512"
2/27/07,7:00:00,"	240","	5622"
2/27/07,7:00:00,"	242","	15170"
2/27/07,7:00:00,"	244","	9414"
2/27/07,7:00:00,"	246","	1531"
2/27/07,7:15:00,"	240","	5729"
2/27/07,7:15:00,"	242","	15589"
2/27/07,7:15:00,"	244","	9623"
2/27/07,7:15:00,"	246","	1586"
2/27/07,7:30:00,"	240","	5729"
2/27/07,7:30:00,"	242","	15627"
2/27/07,7:30:00,"	244","	9637"
2/27/07,7:30:00,"	246","	1606"
2/27/07,7:45:00,"	240","	5729"
2/27/07,7:45:00,"	242","	15658"
2/27/07,7:45:00,"	244","	9624"
2/27/07,7:45:00,"	246","	1579"
2/27/07,8:00:00,"	240","	5729"
2/27/07,8:00:00,"	242","	15672"
2/27/07,8:00:00,"	244","	9600"
2/27/07,8:00:00,"	246","	1565"
2/27/07,8:15:00,"	240","	5689"
2/27/07,8:15:00,"	242","	15337"
2/27/07,8:15:00,"	244","	9536"
2/27/07,8:15:00,"	246","	1686"
2/27/07,8:30:00,"	240","	5689"
2/27/07,8:30:00,"	242","	15419"
2/27/07,8:30:00,"	244","	9519"
2/27/07,8:30:00,"	246","	1683"
2/27/07,8:45:00,"	240","	5689"
2/27/07,8:45:00,"	242","	15452"
2/27/07,8:45:00,"	244","	9499"
2/27/07,8:45:00,"	246","	1716"
2/27/07,9:00:00,"	240","	5689"
2/27/07,9:00:00,"	242","	15453"
2/27/07,9:00:00,"	244","	9482"
2/27/07,9:00:00,"	246","	1713"
2/27/07,9:15:00,"	240","	5699"
2/27/07,9:15:00,"	242","	14692"
2/27/07,9:15:00,"	244","	9485"
2/27/07,9:15:00,"	246","	1469"
2/27/07,9:30:00,"	240","	5699"
2/27/07,9:30:00,"	242","	14692"
2/27/07,9:30:00,"	244","	9471"
2/27/07,9:30:00,"	246","	1480"
2/27/07,9:45:00,"	240","	5699"
2/27/07,9:45:00,"	242","	14692"
2/27/07,9:45:00,"	244","	9459"
2/27/07,9:45:00,"	246","	1478"
2/27/07,10:00:00,"	240","	5699"
2/27/07,10:00:00,"	242","	14692"
2/27/07,10:00:00,"	244","	9449"
2/27/07,10:00:00,"	246","	1470"
2/27/07,10:15:00,"	240","	5644"
2/27/07,10:15:00,"	242","	14449"
2/27/07,10:15:00,"	244","	9469"
2/27/07,10:15:00,"	246","	1450"
2/27/07,10:30:00,"	240","	5586"
2/27/07,10:30:00,"	242","	14452"
2/27/07,10:30:00,"	244","	9459"
2/27/07,10:30:00,"	246","	1445"
2/27/07,10:45:00,"	240","	5532"
2/27/07,10:45:00,"	242","	14465"
2/27/07,10:45:00,"	244","	9447"
2/27/07,10:45:00,"	246","	1400"
2/27/07,11:00:00,"	240","	5532"
2/27/07,11:00:00,"	242","	14487"
2/27/07,11:00:00,"	244","	9437"
2/27/07,11:00:00,"	246","	1376"
2/27/07,11:15:00,"	240","	5574"
2/27/07,11:15:00,"	242","	14422"
2/27/07,11:15:00,"	244","	9403"
2/27/07,11:15:00,"	246","	1405"
2/27/07,11:30:00,"	240","	5574"
2/27/07,11:30:00,"	242","	14448"
2/27/07,11:30:00,"	244","	9418"
2/27/07,11:30:00,"	246","	1377"
2/27/07,11:45:00,"	240","	5574"
2/27/07,11:45:00,"	242","	14475"
2/27/07,11:45:00,"	244","	9454"
2/27/07,11:45:00,"	246","	1332"
2/27/07,12:00:00,"	240","	5574"
2/27/07,12:00:00,"	242","	14505"
2/27/07,12:00:00,"	244","	9509"
2/27/07,12:00:00,"	246","	1303"
2/27/07,12:15:00,"	240","	5513"
2/27/07,12:15:00,"	242","	14555"
2/27/07,12:15:00,"	244","	9499"
2/27/07,12:15:00,"	246","	1235"
2/27/07,12:30:00,"	240","	5513"
2/27/07,12:30:00,"	242","	14560"
2/27/07,12:30:00,"	244","	9544"
2/27/07,12:30:00,"	246","	1226"
2/27/07,12:45:00,"	240","	5513"
2/27/07,12:45:00,"	242","	14616"
2/27/07,12:45:00,"	244","	9569"
2/27/07,12:45:00,"	246","	1210"
2/27/07,13:00:00,"	240","	5513"
2/27/07,13:00:00,"	242","	14616"
2/27/07,13:00:00,"	244","	9580"
2/27/07,13:00:00,"	246","	1207"
2/27/07,13:15:00,"	240","	5500"
2/27/07,13:15:00,"	242","	14616"
2/27/07,13:15:00,"	244","	9041"
2/27/07,13:15:00,"	246","	1268"
2/27/07,13:30:00,"	240","	5500"
2/27/07,13:30:00,"	242","	14616"
2/27/07,13:30:00,"	244","	9047"
2/27/07,13:30:00,"	246","	1269"
2/27/07,13:45:00,"	240","	5507"
2/27/07,13:45:00,"	242","	14634"
2/27/07,13:45:00,"	244","	9053"
2/27/07,13:45:00,"	246","	1284"
2/27/07,14:00:00,"	240","	5523"
2/27/07,14:00:00,"	242","	14634"
2/27/07,14:00:00,"	244","	9063"
2/27/07,14:00:00,"	246","	1292"
2/27/07,14:15:00,"	240","	5510"
2/27/07,14:15:00,"	242","	14737"
2/27/07,14:15:00,"	244","	9115"
2/27/07,14:15:00,"	246","	1326"
2/27/07,14:30:00,"	240","	5453"
2/27/07,14:30:00,"	242","	14795"
2/27/07,14:30:00,"	244","	9131"
2/27/07,14:30:00,"	246","	1329"
2/27/07,14:45:00,"	240","	5521"
2/27/07,14:45:00,"	242","	14822"
2/27/07,14:45:00,"	244","	9138"
2/27/07,14:45:00,"	246","	1369"
2/27/07,15:00:00,"	240","	5512"
2/27/07,15:00:00,"	242","	14850"
2/27/07,15:00:00,"	244","	9144"
2/27/07,15:00:00,"	246","	1374"
2/27/07,15:15:00,"	240","	5645"
2/27/07,15:15:00,"	242","	14652"
2/27/07,15:15:00,"	244","	9194"
2/27/07,15:15:00,"	246","	1393"
2/27/07,15:30:00,"	240","	5725"
2/27/07,15:30:00,"	242","	14695"
2/27/07,15:30:00,"	244","	9239"
2/27/07,15:30:00,"	246","	1388"
2/27/07,15:45:00,"	240","	5765"
2/27/07,15:45:00,"	242","	14743"
2/27/07,15:45:00,"	244","	9335"
2/27/07,15:45:00,"	246","	1366"
2/27/07,16:00:00,"	240","	5765"
2/27/07,16:00:00,"	242","	14749"
2/27/07,16:00:00,"	244","	9442"
2/27/07,16:00:00,"	246","	1358"
2/27/07,16:15:00,"	240","	6060"
2/27/07,16:15:00,"	242","	14498"
2/27/07,16:15:00,"	244","	9574"
2/27/07,16:15:00,"	246","	1430"
2/27/07,16:30:00,"	240","	6020"
2/27/07,16:30:00,"	242","	14525"
2/27/07,16:30:00,"	244","	9584"
2/27/07,16:30:00,"	246","	1430"
2/27/07,16:45:00,"	240","	5956"
2/27/07,16:45:00,"	242","	14371"
2/27/07,16:45:00,"	244","	9565"
2/27/07,16:45:00,"	246","	1444"
2/27/07,17:00:00,"	240","	5856"
2/27/07,17:00:00,"	242","	14559"
2/27/07,17:00:00,"	244","	9515"
2/27/07,17:00:00,"	246","	1436"
2/27/07,17:15:00,"	240","	5931"
2/27/07,17:15:00,"	242","	15030"
2/27/07,17:15:00,"	244","	9640"
2/27/07,17:15:00,"	246","	1606"
2/27/07,17:30:00,"	240","	5931"
2/27/07,17:30:00,"	242","	15027"
2/27/07,17:30:00,"	244","	9583"
2/27/07,17:30:00,"	246","	1599"
2/27/07,17:45:00,"	240","	5931"
2/27/07,17:45:00,"	242","	15109"
2/27/07,17:45:00,"	244","	9557"
2/27/07,17:45:00,"	246","	1492"
2/27/07,18:00:00,"	240","	5931"
2/27/07,18:00:00,"	242","	15109"
2/27/07,18:00:00,"	244","	9564"
2/27/07,18:00:00,"	246","	1478"
2/27/07,18:15:00,"	240","	5939"
2/27/07,18:15:00,"	242","	16000"
2/27/07,18:15:00,"	244","	9740"
2/27/07,18:15:00,"	246","	1786"
2/27/07,18:30:00,"	240","	5939"
2/27/07,18:30:00,"	242","	16000"
2/27/07,18:30:00,"	244","	9787"
2/27/07,18:30:00,"	246","	1783"
2/27/07,18:45:00,"	240","	5939"
2/27/07,18:45:00,"	242","	15997"
2/27/07,18:45:00,"	244","	9786"
2/27/07,18:45:00,"	246","	1775"
2/27/07,19:00:00,"	240","	5939"
2/27/07,19:00:00,"	242","	15992"
2/27/07,19:00:00,"	244","	9809"
2/27/07,19:00:00,"	246","	1780"
2/27/07,19:15:00,"	240","	5948"
2/27/07,19:15:00,"	242","	16022"
2/27/07,19:15:00,"	244","	9904"
2/27/07,19:15:00,"	246","	1999"
2/27/07,19:30:00,"	240","	5948"
2/27/07,19:30:00,"	242","	15990"
2/27/07,19:30:00,"	244","	9903"
2/27/07,19:30:00,"	246","	2030"
2/27/07,19:45:00,"	240","	5948"
2/27/07,19:45:00,"	242","	15990"
2/27/07,19:45:00,"	244","	9895"
2/27/07,19:45:00,"	246","	2049"
2/27/07,20:00:00,"	240","	5948"
2/27/07,20:00:00,"	242","	16034"
2/27/07,20:00:00,"	244","	9874"
2/27/07,20:00:00,"	246","	2021"
2/27/07,20:15:00,"	240","	5936"
2/27/07,20:15:00,"	242","	15889"
2/27/07,20:15:00,"	244","	9725"
2/27/07,20:15:00,"	246","	1795"
2/27/07,20:30:00,"	240","	5936"
2/27/07,20:30:00,"	242","	15894"
2/27/07,20:30:00,"	244","	9693"
2/27/07,20:30:00,"	246","	1819"
2/27/07,20:45:00,"	240","	5936"
2/27/07,20:45:00,"	242","	15898"
2/27/07,20:45:00,"	244","	9665"
2/27/07,20:45:00,"	246","	1859"
2/27/07,21:00:00,"	240","	5936"
2/27/07,21:00:00,"	242","	15900"
2/27/07,21:00:00,"	244","	9628"
2/27/07,21:00:00,"	246","	1862"
2/27/07,21:15:00,"	240","	5521"
2/27/07,21:15:00,"	242","	15440"
2/27/07,21:15:00,"	244","	9269"
2/27/07,21:15:00,"	246","	1577"
2/27/07,21:30:00,"	240","	5521"
2/27/07,21:30:00,"	242","	15440"
2/27/07,21:30:00,"	244","	9223"
2/27/07,21:30:00,"	246","	1581"
2/27/07,21:45:00,"	240","	5521"
2/27/07,21:45:00,"	242","	15440"
2/27/07,21:45:00,"	244","	9175"
2/27/07,21:45:00,"	246","	1657"
2/27/07,22:00:00,"	240","	5521"
2/27/07,22:00:00,"	242","	15440"
2/27/07,22:00:00,"	244","	9121"
2/27/07,22:00:00,"	246","	1678"
2/27/07,22:15:00,"	240","	5121"
2/27/07,22:15:00,"	242","	13169"
2/27/07,22:15:00,"	244","	8486"
2/27/07,22:15:00,"	246","	1782"
2/27/07,22:30:00,"	240","	5121"
2/27/07,22:30:00,"	242","	12948"
2/27/07,22:30:00,"	244","	8173"
2/27/07,22:30:00,"	246","	1780"
2/27/07,22:45:00,"	240","	5121"
2/27/07,22:45:00,"	242","	12701"
2/27/07,22:45:00,"	244","	8007"
2/27/07,22:45:00,"	246","	1819"
2/27/07,23:00:00,"	240","	5121"
2/27/07,23:00:00,"	242","	12518"
2/27/07,23:00:00,"	244","	7921"
2/27/07,23:00:00,"	246","	1841"
2/27/07,23:15:00,"	240","	4699"
2/27/07,23:15:00,"	242","	11188"
2/27/07,23:15:00,"	244","	7153"
2/27/07,23:15:00,"	246","	2064"
2/27/07,23:30:00,"	240","	4699"
2/27/07,23:30:00,"	242","	11150"
2/27/07,23:30:00,"	244","	7129"
2/27/07,23:30:00,"	246","	2073"
2/27/07,23:45:00,"	240","	4699"
2/27/07,23:45:00,"	242","	11090"
2/27/07,23:45:00,"	244","	7116"
2/27/07,23:45:00,"	246","	2160"
2/28/07,0:00:00,"	240","	4699"
2/28/07,0:00:00,"	242","	11010"
2/28/07,0:00:00,"	244","	7099"
2/28/07,0:00:00,"	246","	2171"
2/28/07,0:15:00,"	240","	4806"
2/28/07,0:15:00,"	242","	10319"
2/28/07,0:15:00,"	244","	6823"
2/28/07,0:15:00,"	246","	2157"
2/28/07,0:30:00,"	240","	4806"
2/28/07,0:30:00,"	242","	10270"
2/28/07,0:30:00,"	244","	6818"
2/28/07,0:30:00,"	246","	2157"
2/28/07,0:45:00,"	240","	4806"
2/28/07,0:45:00,"	242","	10179"
2/28/07,0:45:00,"	244","	6814"
2/28/07,0:45:00,"	246","	2161"
2/28/07,1:00:00,"	240","	4860"
2/28/07,1:00:00,"	242","	10099"
2/28/07,1:00:00,"	244","	6805"
2/28/07,1:00:00,"	246","	2162"
2/28/07,1:15:00,"	240","	4788"
2/28/07,1:15:00,"	242","	9882"
2/28/07,1:15:00,"	244","	6649"
2/28/07,1:15:00,"	246","	2240"
2/28/07,1:30:00,"	240","	4788"
2/28/07,1:30:00,"	242","	9882"
2/28/07,1:30:00,"	244","	6630"
2/28/07,1:30:00,"	246","	2242"
2/28/07,1:45:00,"	240","	4788"
2/28/07,1:45:00,"	242","	9882"
2/28/07,1:45:00,"	244","	6618"
2/28/07,1:45:00,"	246","	2280"
2/28/07,2:00:00,"	240","	4788"
2/28/07,2:00:00,"	242","	9882"
2/28/07,2:00:00,"	244","	6607"
2/28/07,2:00:00,"	246","	2283"
2/28/07,2:15:00,"	240","	4795"
2/28/07,2:15:00,"	242","	9879"
2/28/07,2:15:00,"	244","	6531"
2/28/07,2:15:00,"	246","	2214"
2/28/07,2:30:00,"	240","	4795"
2/28/07,2:30:00,"	242","	9879"
2/28/07,2:30:00,"	244","	6525"
2/28/07,2:30:00,"	246","	2218"
2/28/07,2:45:00,"	240","	4795"
2/28/07,2:45:00,"	242","	9879"
2/28/07,2:45:00,"	244","	6517"
2/28/07,2:45:00,"	246","	2272"
2/28/07,3:00:00,"	240","	4795"
2/28/07,3:00:00,"	242","	9887"
2/28/07,3:00:00,"	244","	6511"
2/28/07,3:00:00,"	246","	2272"
2/28/07,3:15:00,"	240","	4818"
2/28/07,3:15:00,"	242","	9865"
2/28/07,3:15:00,"	244","	6479"
2/28/07,3:15:00,"	246","	2155"
2/28/07,3:30:00,"	240","	4818"
2/28/07,3:30:00,"	242","	9883"
2/28/07,3:30:00,"	244","	6478"
2/28/07,3:30:00,"	246","	2154"
2/28/07,3:45:00,"	240","	4818"
2/28/07,3:45:00,"	242","	9883"
2/28/07,3:45:00,"	244","	6490"
2/28/07,3:45:00,"	246","	2150"
2/28/07,4:00:00,"	240","	4818"
2/28/07,4:00:00,"	242","	9885"
2/28/07,4:00:00,"	244","	6513"
2/28/07,4:00:00,"	246","	2143"
2/28/07,4:15:00,"	240","	4815"
2/28/07,4:15:00,"	242","	10037"
2/28/07,4:15:00,"	244","	6565"
2/28/07,4:15:00,"	246","	2106"
2/28/07,4:30:00,"	240","	4815"
2/28/07,4:30:00,"	242","	10099"
2/28/07,4:30:00,"	244","	6579"
2/28/07,4:30:00,"	246","	2098"
2/28/07,4:45:00,"	240","	4815"
2/28/07,4:45:00,"	242","	10349"
2/28/07,4:45:00,"	244","	6578"
2/28/07,4:45:00,"	246","	2132"
2/28/07,5:00:00,"	240","	4815"
2/28/07,5:00:00,"	242","	10417"
2/28/07,5:00:00,"	244","	6554"
2/28/07,5:00:00,"	246","	2134"
2/28/07,5:15:00,"	240","	4924"
2/28/07,5:15:00,"	242","	11139"
2/28/07,5:15:00,"	244","	6995"
2/28/07,5:15:00,"	246","	2049"
2/28/07,5:30:00,"	240","	4924"
2/28/07,5:30:00,"	242","	11249"
2/28/07,5:30:00,"	244","	7036"
2/28/07,5:30:00,"	246","	2061"
2/28/07,5:45:00,"	240","	4924"
2/28/07,5:45:00,"	242","	11346"
2/28/07,5:45:00,"	244","	7106"
2/28/07,5:45:00,"	246","	2105"
2/28/07,6:00:00,"	240","	4924"
2/28/07,6:00:00,"	242","	11970"
2/28/07,6:00:00,"	244","	7913"
2/28/07,6:00:00,"	246","	2116"
2/28/07,6:15:00,"	240","	5789"
2/28/07,6:15:00,"	242","	14339"
2/28/07,6:15:00,"	244","	8673"
2/28/07,6:15:00,"	246","	1896"
2/28/07,6:30:00,"	240","	5789"
2/28/07,6:30:00,"	242","	14419"
2/28/07,6:30:00,"	244","	8751"
2/28/07,6:30:00,"	246","	1898"
2/28/07,6:45:00,"	240","	5789"
2/28/07,6:45:00,"	242","	14516"
2/28/07,6:45:00,"	244","	8801"
2/28/07,6:45:00,"	246","	1937"
2/28/07,7:00:00,"	240","	5789"
2/28/07,7:00:00,"	242","	14739"
2/28/07,7:00:00,"	244","	8847"
2/28/07,7:00:00,"	246","	1933"
2/28/07,7:15:00,"	240","	5879"
2/28/07,7:15:00,"	242","	14875"
2/28/07,7:15:00,"	244","	8961"
2/28/07,7:15:00,"	246","	2048"
2/28/07,7:30:00,"	240","	5879"
2/28/07,7:30:00,"	242","	14805"
2/28/07,7:30:00,"	244","	8972"
2/28/07,7:30:00,"	246","	2112"
2/28/07,7:45:00,"	240","	5879"
2/28/07,7:45:00,"	242","	14779"
2/28/07,7:45:00,"	244","	8971"
2/28/07,7:45:00,"	246","	2147"
2/28/07,8:00:00,"	240","	5879"
2/28/07,8:00:00,"	242","	14795"
2/28/07,8:00:00,"	244","	8972"
2/28/07,8:00:00,"	246","	2137"
2/28/07,8:15:00,"	240","	5858"
2/28/07,8:15:00,"	242","	14595"
2/28/07,8:15:00,"	244","	8870"
2/28/07,8:15:00,"	246","	1861"
2/28/07,8:30:00,"	240","	5858"
2/28/07,8:30:00,"	242","	14621"
2/28/07,8:30:00,"	244","	8857"
2/28/07,8:30:00,"	246","	1835"
2/28/07,8:45:00,"	240","	5858"
2/28/07,8:45:00,"	242","	14636"
2/28/07,8:45:00,"	244","	8860"
2/28/07,8:45:00,"	246","	1846"
2/28/07,9:00:00,"	240","	5858"
2/28/07,9:00:00,"	242","	14640"
2/28/07,9:00:00,"	244","	8877"
2/28/07,9:00:00,"	246","	1849"
2/28/07,9:15:00,"	240","	5845"
2/28/07,9:15:00,"	242","	14381"
